issue_number;issue_url;title;domain;domain_source;author;created_at
107;https://github.com/svemailproject/TheySoldMyEmail/issues/107;https://www.flixbus.com/;www.flixbus.com;body;Bob-Nixkoenner;2025-10-30T23:17:29Z
106;https://github.com/svemailproject/TheySoldMyEmail/issues/106;https://www.vinted.de/;www.vinted.de;body;Bob-Nixkoenner;2025-10-30T23:16:27Z
105;https://github.com/svemailproject/TheySoldMyEmail/issues/105;https://linkedin.com/;www.de.linkedin.com;body;Bob-Nixkoenner;2025-10-30T23:15:24Z
104;https://github.com/svemailproject/TheySoldMyEmail/issues/104;https://www.xing.com/;www.xing.com;body;Bob-Nixkoenner;2025-10-30T23:13:46Z
103;https://github.com/svemailproject/TheySoldMyEmail/issues/103;https://www.idealo.de/;www.idealo.de;body;Bob-Nixkoenner;2025-10-30T23:12:05Z
102;https://github.com/svemailproject/TheySoldMyEmail/issues/102;https://www.groupon.de/;www.groupon.de;body;Bob-Nixkoenner;2025-10-30T23:10:58Z
101;https://github.com/svemailproject/TheySoldMyEmail/issues/101;https://www.etsy.com/;www.etsy.com;body;Bob-Nixkoenner;2025-10-30T23:10:21Z
100;https://github.com/svemailproject/TheySoldMyEmail/issues/100;https://pinterest.com/;www.de.pinterest.com;body;Bob-Nixkoenner;2025-10-30T23:09:30Z
99;https://github.com/svemailproject/TheySoldMyEmail/issues/99;https://www.tiktok.com/;www.tiktok.com;body;Bob-Nixkoenner;2025-10-30T23:08:21Z
98;https://github.com/svemailproject/TheySoldMyEmail/issues/98;Übersicht - Stand 2025-11-12 21:28;www.haveibeenpwned.com;body;Bob-Nixkoenner;2025-10-30T23:04:39Z
97;https://github.com/svemailproject/TheySoldMyEmail/issues/97;https://www.amazon.de;www.amazon.de;body;Bob-Nixkoenner;2025-10-30T22:58:10Z
96;https://github.com/svemailproject/TheySoldMyEmail/issues/96;https://www.bund.de/;www.bsi.bund.de;body;Bob-Nixkoenner;2025-10-30T22:43:40Z
95;https://github.com/svemailproject/TheySoldMyEmail/issues/95;Browser;;none;Bob-Nixkoenner;2025-10-30T22:30:29Z
94;https://github.com/svemailproject/TheySoldMyEmail/issues/94;https://proton.me/;www.proton.me;body;Bob-Nixkoenner;2025-10-30T22:27:06Z
93;https://github.com/svemailproject/TheySoldMyEmail/issues/93;https://openai.com/;www.openai.com;body;Bob-Nixkoenner;2025-10-30T22:22:41Z
91;https://github.com/svemailproject/TheySoldMyEmail/issues/91;https://spacefrogs.shop/;www.spacefrogs.shop;body;Bob-Nixkoenner;2025-10-28T01:37:31Z
90;https://github.com/svemailproject/TheySoldMyEmail/issues/90;https://paluten.shop;www.paluten.shop;body;Bob-Nixkoenner;2025-10-28T01:31:24Z
89;https://github.com/svemailproject/TheySoldMyEmail/issues/89;https://www.pietsmiet.store;www.pietsmiet.store;body;Bob-Nixkoenner;2025-10-28T01:30:20Z
88;https://github.com/svemailproject/TheySoldMyEmail/issues/88;https://grnk.shop/;www.grnk.shop;body;Bob-Nixkoenner;2025-10-28T01:29:35Z
87;https://github.com/svemailproject/TheySoldMyEmail/issues/87;https://www.11880.com;www.11880.com;body;Bob-Nixkoenner;2025-10-28T01:17:59Z
86;https://github.com/svemailproject/TheySoldMyEmail/issues/86;https://www.dastelefonbuch.de/;www.dastelefonbuch.de;body;Bob-Nixkoenner;2025-10-28T01:17:01Z
85;https://github.com/svemailproject/TheySoldMyEmail/issues/85;https://www.dasoertliche.de/;www.dasoertliche.de;body;Bob-Nixkoenner;2025-10-28T01:15:57Z
84;https://github.com/svemailproject/TheySoldMyEmail/issues/84;https://www.lovescout24.de/;www.lovescout24.de;body;Bob-Nixkoenner;2025-10-28T01:13:46Z
83;https://github.com/svemailproject/TheySoldMyEmail/issues/83;https://www.parship.de/;www.parship.de;body;Bob-Nixkoenner;2025-10-28T01:12:32Z
82;https://github.com/svemailproject/TheySoldMyEmail/issues/82;https://www.sparbote.de;www.sparbote.de;body;Bob-Nixkoenner;2025-10-28T01:09:05Z
81;https://github.com/svemailproject/TheySoldMyEmail/issues/81;https://www.preisjaeger.at;www.preisjaeger.at;body;Bob-Nixkoenner;2025-10-28T01:07:27Z
80;https://github.com/svemailproject/TheySoldMyEmail/issues/80;https://www.mydealz.de;www.mydealz.de;body;Bob-Nixkoenner;2025-10-28T01:06:59Z
79;https://github.com/svemailproject/TheySoldMyEmail/issues/79;https://www.savoo.de/;www.savoo.de;body;Bob-Nixkoenner;2025-10-28T01:05:31Z
78;https://github.com/svemailproject/TheySoldMyEmail/issues/78;https://www.sparwelt.de/;www.sparwelt.de;body;Bob-Nixkoenner;2025-10-28T01:04:12Z
77;https://github.com/svemailproject/TheySoldMyEmail/issues/77;https://gohiring.com/;www.gohiring.com;body;Bob-Nixkoenner;2025-10-28T01:00:15Z
76;https://github.com/svemailproject/TheySoldMyEmail/issues/76;https://www.stellenanzeigen.de/;www.stellenanzeigen.de;body;Bob-Nixkoenner;2025-10-28T00:59:17Z
75;https://github.com/svemailproject/TheySoldMyEmail/issues/75;https://www.xn--jobbrse-d1a.de/;www.xn--jobbrse-d1a.de;body;Bob-Nixkoenner;2025-10-28T00:58:03Z
74;https://github.com/svemailproject/TheySoldMyEmail/issues/74;https://indeed.com/;www.de.indeed.com;body;Bob-Nixkoenner;2025-10-28T00:57:04Z
73;https://github.com/svemailproject/TheySoldMyEmail/issues/73;https://www.stepstone.de/;www.stepstone.de;body;Bob-Nixkoenner;2025-10-28T00:56:22Z
72;https://github.com/svemailproject/TheySoldMyEmail/issues/72;https://www.kleinanzeigen.de/;www.kleinanzeigen.de;body;Bob-Nixkoenner;2025-10-28T00:55:17Z
71;https://github.com/svemailproject/TheySoldMyEmail/issues/71;https://www.ebay.de/;www.ebay.de;body;Bob-Nixkoenner;2025-10-28T00:53:45Z
70;https://github.com/svemailproject/TheySoldMyEmail/issues/70;https://www.booking.com/;www.booking.com;body;Bob-Nixkoenner;2025-10-28T00:51:53Z
69;https://github.com/svemailproject/TheySoldMyEmail/issues/69;https://www.finanztip.de/;www.finanztip.de;body;Bob-Nixkoenner;2025-10-28T00:50:28Z
68;https://github.com/svemailproject/TheySoldMyEmail/issues/68;https://www.verivox.de/;www.verivox.de;body;Bob-Nixkoenner;2025-10-28T00:49:29Z
67;https://github.com/svemailproject/TheySoldMyEmail/issues/67;https://www.check24.de/;www.check24.de;body;Bob-Nixkoenner;2025-10-28T00:48:14Z
66;https://github.com/svemailproject/TheySoldMyEmail/issues/66;https://www.spotify.com/;www.spotify.com;body;Bob-Nixkoenner;2025-10-28T00:36:13Z
65;https://github.com/svemailproject/TheySoldMyEmail/issues/65;https://www.android-hilfe.de/;www.android-hilfe.de;body;Bob-Nixkoenner;2025-10-28T00:33:47Z
64;https://github.com/svemailproject/TheySoldMyEmail/issues/64;https://www.computerbase.de/;www.computerbase.de;body;Bob-Nixkoenner;2025-10-28T00:29:44Z
63;https://github.com/svemailproject/TheySoldMyEmail/issues/63;https://www.ioff.de/;www.ioff.de;body;Bob-Nixkoenner;2025-10-28T00:29:06Z
62;https://github.com/svemailproject/TheySoldMyEmail/issues/62;https://www.motor-talk.de/;www.motor-talk.de;body;Bob-Nixkoenner;2025-10-28T00:28:07Z
61;https://github.com/svemailproject/TheySoldMyEmail/issues/61;https://www.alternate.de/;www.alternate.de;body;Bob-Nixkoenner;2025-10-28T00:23:47Z
60;https://github.com/svemailproject/TheySoldMyEmail/issues/60;https://www.kostenlos.de/;www.kostenlos.de;body;Bob-Nixkoenner;2025-10-28T00:22:14Z
59;https://github.com/svemailproject/TheySoldMyEmail/issues/59;https://www.voelkner.de/;www.voelkner.de;body;Bob-Nixkoenner;2025-10-28T00:20:51Z
58;https://github.com/svemailproject/TheySoldMyEmail/issues/58;https://www.bauhaus.info/;www.bauhaus.info;body;Bob-Nixkoenner;2025-10-28T00:18:46Z
57;https://github.com/svemailproject/TheySoldMyEmail/issues/57;https://www.reichelt.de/;www.reichelt.de;body;Bob-Nixkoenner;2025-10-28T00:18:01Z
56;https://github.com/svemailproject/TheySoldMyEmail/issues/56;https://www.emp.de/;www.emp.de;body;Bob-Nixkoenner;2025-10-28T00:17:13Z
55;https://github.com/svemailproject/TheySoldMyEmail/issues/55;https://www.rebuy.de/;www.rebuy.de;body;Bob-Nixkoenner;2025-10-28T00:15:57Z
54;https://github.com/svemailproject/TheySoldMyEmail/issues/54;https://www.euronics.de/;www.euronics.de;body;Bob-Nixkoenner;2025-10-28T00:14:32Z
52;https://github.com/svemailproject/TheySoldMyEmail/issues/52;https://www.notebooksbilliger.de/;www.notebooksbilliger.de;body;Bob-Nixkoenner;2025-10-28T00:10:30Z
51;https://github.com/svemailproject/TheySoldMyEmail/issues/51;https://www.cyberport.de/;www.cyberport.de;body;Bob-Nixkoenner;2025-10-28T00:09:54Z
50;https://github.com/svemailproject/TheySoldMyEmail/issues/50;https://www.bonprix.de/;www.bonprix.de;body;Bob-Nixkoenner;2025-10-28T00:09:12Z
48;https://github.com/svemailproject/TheySoldMyEmail/issues/48;https://www.docmorris.de/;www.docmorris.de;body;Bob-Nixkoenner;2025-10-28T00:06:55Z
47;https://github.com/svemailproject/TheySoldMyEmail/issues/47;https://www.bestsecret.com/;www.bestsecret.com;body;Bob-Nixkoenner;2025-10-28T00:06:20Z
46;https://github.com/svemailproject/TheySoldMyEmail/issues/46;https://www.breuninger.com/;www.breuninger.com;body;Bob-Nixkoenner;2025-10-28T00:04:20Z
44;https://github.com/svemailproject/TheySoldMyEmail/issues/44;https://www.shop-apotheke.com/;www.shop-apotheke.com;body;Bob-Nixkoenner;2025-10-28T00:02:23Z
42;https://github.com/svemailproject/TheySoldMyEmail/issues/42;https://toom.de/;www.toom.de;body;Bob-Nixkoenner;2025-10-27T23:59:44Z
41;https://github.com/svemailproject/TheySoldMyEmail/issues/41;https://www.obi.de/;www.obi.de;body;Bob-Nixkoenner;2025-10-27T23:58:50Z
40;https://github.com/svemailproject/TheySoldMyEmail/issues/40;https://www.tom-tailor.de/;www.tom-tailor.de;body;Bob-Nixkoenner;2025-10-27T23:55:41Z
39;https://github.com/svemailproject/TheySoldMyEmail/issues/39;https://www.qvc.de/;www.qvc.de;body;Bob-Nixkoenner;2025-10-27T23:54:29Z
38;https://github.com/svemailproject/TheySoldMyEmail/issues/38;https://www.action.com/;www.action.com;body;Bob-Nixkoenner;2025-10-27T23:53:47Z
37;https://github.com/svemailproject/TheySoldMyEmail/issues/37;https://www.medion.com/;www.medion.com;body;Bob-Nixkoenner;2025-10-27T23:53:06Z
36;https://github.com/svemailproject/TheySoldMyEmail/issues/36;https://www.takko.com/;www.takko.com;body;Bob-Nixkoenner;2025-10-27T23:52:26Z
35;https://github.com/svemailproject/TheySoldMyEmail/issues/35;https://www.alnatura.de/;www.alnatura.de;body;Bob-Nixkoenner;2025-10-27T23:50:03Z
34;https://github.com/svemailproject/TheySoldMyEmail/issues/34;https://www.aboutyou.de/;www.aboutyou.de;body;Bob-Nixkoenner;2025-10-27T23:48:47Z
33;https://github.com/svemailproject/TheySoldMyEmail/issues/33;https://www.fielmann.de/;www.fielmann.de;body;Bob-Nixkoenner;2025-10-27T23:48:06Z
32;https://github.com/svemailproject/TheySoldMyEmail/issues/32;https://www.c-and-a.com/;www.c-and-a.com;body;Bob-Nixkoenner;2025-10-27T23:46:49Z
31;https://github.com/svemailproject/TheySoldMyEmail/issues/31;https://www.hema.com/;www.hema.com;body;Bob-Nixkoenner;2025-10-27T23:46:16Z
30;https://github.com/svemailproject/TheySoldMyEmail/issues/30;https://www.douglas.de/;www.douglas.de;body;Bob-Nixkoenner;2025-10-27T23:44:31Z
29;https://github.com/svemailproject/TheySoldMyEmail/issues/29;https://www.tchibo.de/;www.tchibo.de;body;Bob-Nixkoenner;2025-10-27T23:43:41Z
28;https://github.com/svemailproject/TheySoldMyEmail/issues/28;https://www.metro.de/;www.metro.de;body;Bob-Nixkoenner;2025-10-27T23:42:48Z
27;https://github.com/svemailproject/TheySoldMyEmail/issues/27;https://www.ikea.com/;www.ikea.com;body;Bob-Nixkoenner;2025-10-27T23:41:18Z
26;https://github.com/svemailproject/TheySoldMyEmail/issues/26;https://www.mueller.de/;www.mueller.de;body;Bob-Nixkoenner;2025-10-27T23:39:50Z
25;https://github.com/svemailproject/TheySoldMyEmail/issues/25;https://www.rossmann.de/;www.rossmann.de;body;Bob-Nixkoenner;2025-10-27T23:38:14Z
24;https://github.com/svemailproject/TheySoldMyEmail/issues/24;https://www.globus-baumarkt.de/;www.globus-baumarkt.de;body;Bob-Nixkoenner;2025-10-27T23:37:30Z
22;https://github.com/svemailproject/TheySoldMyEmail/issues/22;https://www.dm.de/;www.dm.de;body;Bob-Nixkoenner;2025-10-27T23:34:56Z
20;https://github.com/svemailproject/TheySoldMyEmail/issues/20;https://www.edeka.de/;www.edeka.de;body;Bob-Nixkoenner;2025-10-27T23:32:43Z
19;https://github.com/svemailproject/TheySoldMyEmail/issues/19;https://www2.hm.com/;www.www2.hm.com;body;Bob-Nixkoenner;2025-10-27T21:47:41Z
18;https://github.com/svemailproject/TheySoldMyEmail/issues/18;https://www.lieferando.de/;www.lieferando.de;body;Bob-Nixkoenner;2025-10-27T21:45:38Z
17;https://github.com/svemailproject/TheySoldMyEmail/issues/17;https://www.change.org/;www.change.org;body;Bob-Nixkoenner;2025-10-27T21:38:33Z
16;https://github.com/svemailproject/TheySoldMyEmail/issues/16;https://dbrand.com/;www.dbrand.com;body;Bob-Nixkoenner;2025-10-27T21:37:14Z
15;https://github.com/svemailproject/TheySoldMyEmail/issues/15;https://ifttt.com/;www.ifttt.com;body;Bob-Nixkoenner;2025-10-27T21:36:03Z
14;https://github.com/svemailproject/TheySoldMyEmail/issues/14;https://www.rewe.de/;www.rewe.de;body;Bob-Nixkoenner;2025-10-27T21:32:18Z
13;https://github.com/svemailproject/TheySoldMyEmail/issues/13;https://www.kaufland.de/;www.kaufland.de;body;Bob-Nixkoenner;2025-10-27T21:31:57Z
12;https://github.com/svemailproject/TheySoldMyEmail/issues/12;https://www.lidl.de/;www.lidl.de;body;Bob-Nixkoenner;2025-10-27T21:31:22Z
11;https://github.com/svemailproject/TheySoldMyEmail/issues/11;https://netto.de/;www.netto.de;body;Bob-Nixkoenner;2025-10-27T21:30:56Z
9;https://github.com/svemailproject/TheySoldMyEmail/issues/9;https://haveibeenpwned.com/;www.haveibeenpwned.com;body;Bob-Nixkoenner;2025-10-27T21:15:50Z
8;https://github.com/svemailproject/TheySoldMyEmail/issues/8;Süddeutsche Zeitung;;none;svemailproject;2025-10-25T20:58:49Z
7;https://github.com/svemailproject/TheySoldMyEmail/issues/7;FAZ;;none;svemailproject;2025-10-25T20:57:12Z
6;https://github.com/svemailproject/TheySoldMyEmail/issues/6;Reddit;;none;svemailproject;2025-10-25T20:54:23Z
5;https://github.com/svemailproject/TheySoldMyEmail/issues/5;Hornbach;;none;svemailproject;2025-10-25T20:52:53Z
4;https://github.com/svemailproject/TheySoldMyEmail/issues/4;Adidas;;none;svemailproject;2025-10-25T20:50:11Z
3;https://github.com/svemailproject/TheySoldMyEmail/issues/3;Aldi Süd;;none;svemailproject;2025-10-25T20:48:20Z
